,Unnamed: 0,henry_constant,filename,additional,water,units,ads_and_des,other
2988,2988,308.3510552534224,10.1016j.micromeso.2014.03.022.Isotherm24,,,,,
1474,1474,307.7938640708768,10.1002aic.690470520.Isotherm7,,,,,
1912,1912,306.8637952008853,10.1021acs.jpcc.5b06660.Isotherm5,,,,,
275,275,306.5550961039256,10.1039C2ee22769j.isotherm42,,,,,
832,832,306.49276651648535,10.5012bkcs.2010.31.01.220.Isotherm6,,,,,
1913,1913,303.64067970961537,10.1038Nchem.548.isotherm4,,,,,
2591,2591,297.18573103788236,10.1039C1cp20502a.Isotherm8,,,,,
934,934,291.76878660729983,10.1016j.egypro.2011.01.090.Isotherm14,,,,,
3001,3001,286.80243595997035,10.1016j.micromeso.2013.06.023.Isotherm24,,,,,
968,968,279.7979628807241,10.1016j.seppur.2012.04.032.Isotherm1,,,,,
3081,3081,278.55548974323926,10.1002chem.201103687.isotherm20,,,,,
3119,3119,277.53422215039933,10.1002adfm.200600944.Isotherm32,,,,,
128,128,275.2127894002153,10.1039C4cs00078a.Isotherm17,,,,,
308,308,270.9110983403524,10.1016j.ijhydene.2011.11.023.isotherm36,,,,,
266,266,268.2074119723145,10.1039C2ee22769j.isotherm68,,,,,
886,886,267.29832444089914,10.1016j.micromeso.2010.07.007.isotherm27,,,,,
270,270,267.1702135961087,10.1039C2ee22769j.isotherm47,,,,,
917,917,266.5675279037093,10.1021Jp506335x.Isotherm13,,,,,
2596,2596,261.87069623880217,10.1039C1cp20502a.Isotherm3,,,,,
2051,2051,261.3407018527754,10.1002Aic.14467.Isotherm15,,,,,
858,858,257.7419355237737,10.1021la800803w.Isotherm25,,,,,
3086,3086,256.9831575696872,10.1002chem.201101183.Isotherm9,,,,,
272,272,255.56255242918425,10.1039C2ee22769j.isotherm45,,,,,
158,158,254.2300630006398,10.1021La102359q.Isotherm1,,,,,
479,479,253.45717405675742,10.1039C1cc14685h.Isotherm3,,,,,
383,383,253.4369896660029,10.1016j.jpowsour.2009.02.019.Isotherm19,,,,,
2214,2214,250.79529300547543,10.1039C4dt00230j.Isotherm12,,,,,
2989,2989,250.68519547165766,10.1016j.micromeso.2014.03.022.Isotherm43,,,,,
1346,1346,249.4653546025859,10.1039C2cc38366g.Isotherm4,,,,,
2274,2274,246.37748335606284,10.1021Cg500190h.Isotherm11,,,,,
2275,2275,246.37748335606284,10.1021Cg500190h.Isotherm10,,,,,
3045,3045,242.34564326026867,10.1002ejic.200900144.Isotherm2,,,,,
2677,2677,242.0637217230579,10.1039C0cc02496a.Isotherm2,,,,,
264,264,241.25698317215787,10.1039C2ee22769j.isotherm70,,,,,
2363,2363,239.08880387376612,10.1039C3cc48275h.Isotherm17,,,,,
2996,2996,237.37882712011952,10.1016j.micromeso.2013.06.023.Isotherm13,,,,,
2697,2697,237.20761231145,10.1039B814498b.Isotherm25,,,,,
2885,2885,236.93973583498928,10.1021Ja800550a.Isotherm3,,,,,
2295,2295,236.16721632003714,10.1002adfm.200800058.Isotherm14,,,,,
2357,2357,233.40207641529125,10.1039C3ce26788a.Isotherm4,,,,,
301,301,229.7391939432724,10.1021Ef100679e.isotherm3c,,,,,
3105,3105,229.3139791183827,10.1002anie.201506345.Isotherm1,,,,,
2909,2909,226.26684181458333,10.1021Ja060946u.Isotherm13,,,,,
3004,3004,225.85543126331555,10.1016j.micromeso.2013.06.023.Isotherm11,,,,,
1433,1433,225.5845257576136,10.1016j.apsusc.2009.12.120.Isotherm12-1,,,,,
3047,3047,225.50945770052812,10.1002ejic.200900144.Isotherm5,,,,,
2036,2036,222.4267933203289,10.1021Jp401923v.isotherm5,,,,,
1465,1465,219.9982507527238,10.1002aic.690470520.Isotherm8,,,,,
1466,1466,219.54325839780503,10.1002aic.690470520.Isotherm3,,,,,
1432,1432,217.61104934780784,10.1016j.apsusc.2009.12.120.Isotherm9,,,,,
2049,2049,217.01468159982383,10.1016j.ijggc.2013.01.009.Isotherm3,,,,,
1158,1158,214.10882360406399,10.1002hlca.201200466.isotherm4,,,,,
3120,3120,213.62022441953155,10.1002adfm.200600944.Isotherm37,,,,,
2855,2855,211.7134990849304,10.1016j.fluid.2007.06.030.Isotherm5,,,,,
2048,2048,209.9811319253299,10.1016j.jcis.2010.09.065.isotherm2c,,,,,
309,309,207.78633160692527,10.1016j.ijhydene.2011.11.023.isotherm35,,,,,
485,485,206.8069295204572,10.1007s10450-008-9135-8.Isotherm2,,,,,
150,150,205.10746364193528,10.1021Ja211864w.Isotherm2,,,,,
2674,2674,203.6102256919973,10.1039C0cc04689b.isotherm9,,,,,
2738,2738,202.55044901632252,10.1038Nchem.1457.Isotherm16,,,,,
1449,1449,202.36220480685355,10.1016S1004-9541(07)60095-0.Isotherm5,,,,,
259,259,202.36220480685355,10.1016s1004954107600950.Isotherm73,,,,,
2577,2577,199.14229429781025,10.1021je000273plus.isotherm75,,,,,
2042,2042,195.90738155010501,10.1021Jp3046356.Isotherm33,,,,,
841,841,194.85885394817242,10.1021Ie500310c.Isotherm24,,,,,
1911,1911,191.30246471302573,10.1039C4cs00078a.Isotherm1,,,,,
269,269,191.05732316010648,10.1039C2ee22769j.isotherm55,,,,,
2025,2025,190.16001210474477,10.1039C4ee00143e.Isotherm40,,,,,
2782,2782,188.96542317449803,10.1021Jp509672c.Isotherm6,,,,,
1302,1302,188.29168045675584,10.1016j.micromeso.2013.11.015.Isotherm19,,,,,
2919,2919,187.76849744794967,10.1021Ic202601y.Isotherm10,,,,,
3000,3000,186.59665332466832,10.1016j.micromeso.2013.06.023.Isotherm28,,,,,
2696,2696,184.9636768609024,10.1039B814498b.Isotherm26,,,,,
364,364,183.75467588411342,10.1039C2ee22769j.isotherm31,,,,,
1831,1831,183.2033053947096,10.1007s11224-012-0120-1.isotherm9,,,,,
1879,1879,182.66072583138902,10.1039c5sc00614g.Isotherm3,,,,,
1928,1928,179.68375670613278,10.1039c4ta07115h.Isotherm12,,,,,
1924,1924,179.68375670613278,10.1039c4ta07115h.Isotherm11,,,,,
2917,2917,179.19343573504008,10.1021Ic202601y.Isotherm7,,,,,
360,360,178.04207444906245,10.1039C2ee22769j.isotherm63,,,,,
2875,2875,177.83286359680116,10.1021Je3007265.isotherm7,,,,,
2737,2737,177.29106813582126,10.1038Nchem.1457.Isotherm17,,,,,
1729,1729,176.99004925404947,10.1007s10450-005-5400-2.Isotherm31,,,,,
1715,1715,176.27984607953724,10.1016S1387-1811(02)00428-6.Isotherm18,,,,,
918,918,175.9877142237447,10.1021Jp506335x.Isotherm12,,,,,
1685,1685,175.53839777038826,10.1016j.fluid.2007.06.030.Isotherm22,,,,,
365,365,175.06614082934382,10.1039C2ee22769j.isotherm30,,,,,
2094,2094,174.54037674086123,10.1002chem.201403542.Isotherm5,,,,,
747,747,174.0308176205587,10.108008927020902988865.Isotherm4,,,,,
3118,3118,173.4924930927143,10.1002adfm.200600944.Isotherm12,,,,,
157,157,169.8011085984447,10.1021La102359q.Isotherm1-1,,,,,
2997,2997,168.228721927157,10.1016j.micromeso.2013.06.023.Isotherm12,,,,,
1308,1308,167.86767843863254,10.1016j.micromeso.2010.07.007.isotherm25,,,,,
2035,2035,166.8304963556053,10.1021Jp401923v.isotherm6,,,,,
357,357,166.80597128097438,10.1039C2ee22769j.isotherm66,,,,,
2679,2679,165.21329900786668,10.1039C0cc02496a.Isotherm3,,,,,
149,149,163.92276388715692,10.1021Ja211864w.Isotherm3,,,,,
2575,2575,162.9466103818105,10.1021je000273plus.isotherm81,,,,,
1706,1706,161.9882741650058,10.1021La034766z.Isotherm3-1,,,,,
2918,2918,159.37170476833668,10.1021Ic202601y.Isotherm8,,,,,
1301,1301,157.78595793330362,10.1016j.micromeso.2013.11.015.Isotherm20,,,,,
1451,1451,156.35171969124661,10.1016S1004-9541(07)60095-0.Isotherm27,,,,,
2369,2369,156.24931993891119,10.1002chem.201002818.Isotherm6,,,,,
1541,1541,155.95155897486958,10.1021Es9032309.Isotherm2,,,,,
2047,2047,155.46900977270903,10.1016j.jcis.2010.09.065.isotherm2d,,,,,
1021,1021,155.35533298993406,10.1016j.inoche.2014.06.003.Isotherm3,,,,,
1300,1300,153.50202427798442,10.1016j.micromeso.2013.11.015.Isotherm22,,,,,
366,366,153.3442934401715,10.1039C2ee22769j.isotherm29,,,,,
1678,1678,152.37765948947322,10.1021la034766z.Isotherm47,,,,,
1349,1349,151.28168121952106,10.1016j.apt.2011.07.002.Isotherm3,,,,,
1575,1575,150.54463563591577,10.1016j.micromeso.2010.07.007.isotherm24,,,,,
3032,3032,150.40153371457512,10.1016j.egypro.2011.01.090.Isotherm13,,,,,
2597,2597,149.70786434460882,10.1039C1cp20502a.Isotherm2,,,,,
1918,1918,149.59057436496818,10.1039C1cc11738f.Isotherm3,,,,,
155,155,149.0726598548303,10.108001496395.2010.513360.Isotherm2,,,,,
2812,2812,148.0454058194865,10.1021Jp200321y.isotherm1d,,,,,
2984,2984,147.90659219126658,10.1016j.micromeso.2014.03.022.Isotherm42,,,,,
2813,2813,147.48926929937187,10.1021Jp200321y.isotherm19,,,,,
1672,1672,147.39732343883458,10.1021Jp101744k.isotherm20,,,,,
1709,1709,146.79366079779828,10.1021Jp034401n.Isotherm1,,,,,
1350,1350,146.70430105675874,10.1016j.apt.2011.07.002.Isotherm2,,,,,
253,253,146.0263160088729,10.1016s1004954107600950.Isotherm70,,,,,
2783,2783,143.40547581561614,10.1021Jp509672c.Isotherm5,,,,,
617,617,143.27335077175542,10.1021Jz3008485.Isotherm6,,,,,
2565,2565,143.1602679998463,10.1039C1ee02234b.Isotherm7,,,,,
385,385,141.6165318106903,10.1016j.jpowsour.2009.02.019.Isotherm12,,,,,
386,386,140.51812532166753,10.1016j.jpowsour.2009.02.019.Isotherm11,,,,,
1643,1643,139.63951978413988,10.1039C1cc14685h.Isotherm4,,,,,
1421,1421,139.01530952544877,10.1002cssc.201200907.isotherm3,,,,,
2520,2520,137.92792685518648,10.1021Je1002225.isotherm7,,,,,
1975,1975,136.82350552341782,10.1016j.ces.2014.07.008.Isotherm7,,,,,
2654,2654,135.67501122893478,10.1021La9020383.Isotherm16,,,,,
2229,2229,135.64294790066066,10.1039C3ce41289j.isotherm3,,,,,
2630,2630,134.93504292369002,10.1002chem.201100958.Isotherm19,,,,,
2784,2784,134.8858935728393,10.1016j.cej.2015.04.087.Isotherm8,,,,,
2730,2730,134.12511841180148,10.1038nchem.2114.Isotherm9,,,,,
1674,1674,132.98288662823327,10.1021Jp101744k.isotherm18,,,,,
928,928,130.75684124843906,10.1016j.micromeso.2012.05.021.Isotherm1,,,,,
1429,1429,129.58495513448835,10.1016j.apsusc.2009.12.120.Isotherm2,,,,,
2078,2078,129.29761718190022,10.1021Jp503778m.Isotherm3,,,,,
363,363,128.03931941461994,10.1039C2ee22769j.isotherm32,,,,,
2890,2890,127.8954144084872,10.1021Ja205976v.isotherm4,,,,,
2981,2981,125.20880230960444,10.1016j.micromeso.2014.03.022.Isotherm34,,,,,
1682,1682,124.47576488465526,10.108008927020902865923.isotherm12,,,,,
368,368,124.33942757310957,10.1039C2ee22769j.isotherm27,,,,,
2196,2196,122.36407435702392,10.1039c4dt03594a.Isotherm7,,,,,
746,746,120.21105351907556,10.108008927020902988865.Isotherm4-1,,,,,
1606,1606,119.18992448115944,10.1016j.fluid.2016.09.008.Isotherm20,,,,,
362,362,117.81555076915336,10.1039C2ee22769j.isotherm33,,,,,
3117,3117,117.78438423806033,10.1002adfm.200600944.Isotherm5,,,,,
1976,1976,115.1786478310284,10.1016j.ces.2014.12.001.Isotherm14,,,,,
1458,1458,115.16005528360357,10.1021La102359q.Isotherm2,,,,,
1707,1707,114.13185499687836,10.1021La034766z.Isotherm3,,,,,
3010,3010,113.34368286378913,10.1016j.micromeso.2013.06.023.Isotherm15,,,,,
151,151,112.81307231126786,10.1016j.inoche.2014.06.003.Isotherm4,,,,,
3116,3116,110.99756651866684,10.1002adfm.200600944.Isotherm6,,,,,
1681,1681,110.66223397267595,10.108008927020902865923.isotherm13,,,,,
1098,1098,110.22193104299689,10.1021Es9032309.Isotherm3,,,,,
3106,3106,109.78804761570984,10.1002anie.201206724.isotherm5,,,,,
1677,1677,109.60974494951496,10.108008927020902865923.isotherm1,,,,,
1834,1834,109.41296067964987,10.1007s11224-012-0120-1.isotherm3,,,,,
1980,1980,109.29318675316614,10.1021ar5003126.Isotherm15,,,,,
3097,3097,109.13056732713932,10.1002anie.201506345.Isotherm20,,,,,
1136,1136,108.96390098859123,10.1016j.cej.2009.10.067.isotherm3,,,,,
1435,1435,108.53488933635789,10.1016j.apsusc.2009.12.120.Isotherm10,,,,,
3084,3084,107.31823607607113,10.1002chem.201101183.Isotherm8,,,,,
1024,1024,106.93329496819716,10.1021Ja900555r.isotherm4,,,,,
258,258,106.50000056548984,10.1016s1004954107600950.Isotherm74,,,,,
1137,1137,105.73931860834207,10.1016j.cej.2009.10.067.isotherm2,,,,,
1457,1457,105.32657301790229,10.1021La102359q.Isotherm2-1,,,,,
2763,2763,104.64593108424029,10.1002aic.690460807.isotherm25,,,,,
1132,1132,104.56829013872213,10.1016j.ijhydene.2011.11.023.isotherm37,,,,,
20,20,103.67805451085164,10.1021Jz3008485.Isotherm49,,,,,
3048,3048,103.66180692386258,10.1002ejic.200900144.Isotherm4,,,,,
3027,3027,102.14990877999658,10.1016j.egypro.2011.01.090.Isotherm15,,,,,
1752,1752,101.73135690930357,10.1021Jp3046356.Isotherm36,,,,,
3079,3079,101.26538441293388,10.1002chem.201103687.isotherm18,,,,,
1859,1859,101.15569634176308,10.1007s11224-012-0120-1.isotherm4,,,,,
1676,1676,100.73137996558916,10.108008927020902865923.isotherm2,,,,,
380,380,100.42533892884458,10.1016j.jpowsour.2009.02.019.Isotherm4,,,,,
3015,3015,100.00000068306193,10.1016j.micromeso.2013.06.023.Isotherm22,,,,,
3014,3014,100.00000068298962,10.1016j.micromeso.2013.06.023.Isotherm26,,,,,
1675,1675,99.71113418929113,10.108008927020902865923.isotherm3,,,,,
2994,2994,98.9181172433192,10.1016j.micromeso.2013.06.023.Isotherm21,,,,,
18,18,98.8777576265348,10.1021Jz3008485.Isotherm51,,,,,
19,19,98.47165323866969,10.1021Jz3008485.Isotherm50,,,,,
1450,1450,98.16938271895224,10.1016S1004-9541(07)60095-0.Isotherm30,,,,,
2068,2068,96.34800425865292,10.1021La2030473.isotherm8,,,,,
1627,1627,95.91664959182043,10.1021La102359q.Isotherm35,,,,,
17,17,95.90835303510009,10.1021Jz3008485.Isotherm52,,,,,
2356,2356,95.24748655172738,10.1039C3ce26788a.Isotherm5,,,,,
1880,1880,94.42222222222223,10.1039c5sc00614g.Isotherm4,,,,,
588,588,94.2670301628535,10.1039C3ra44250k.isotherm2,,,,,
2523,2523,94.23436603795544,10.1021Ie8005269.isotherm12,,,,,
154,154,93.33732923022946,10.888801496395.2010.513360.Isotherm1,,,,,
156,156,93.33732923022946,10.108001496395.2010.513360.Isotherm1,,,,,
358,358,93.01490571839523,10.1039C2ee22769j.isotherm65,,,,,
2631,2631,92.7687808770686,10.1021Ja1089765.Isotherm1,,,,,
2839,2839,92.59120672586269,10.1021Jp1033273.Isotherm10,,,,,
3003,3003,92.37994092462911,10.1016j.micromeso.2013.06.023.Isotherm16,,,,,
367,367,91.95933945414959,10.1039C2ee22769j.isotherm28,,,,,
1576,1576,91.29412811964629,10.1016j.micromeso.2010.07.007.isotherm15,,,,,
2980,2980,91.22635178185988,10.1016j.micromeso.2014.03.022.Isotherm12,,,,,
2673,2673,91.11288621247739,10.1039C0cc04689b.isotherm8,,,,,
210,210,90.62474954550659,10.1021Es9032309.Isotherm4,,,,,
845,845,89.37801810101398,10.1016j.micromeso.2015.05.036.Isotherm9,,,,,
1434,1434,88.00256097617266,10.1016j.apsusc.2009.12.120.Isotherm10-1,,,,,
1640,1640,87.78791663306022,10.1021La102359q.Isotherm19,,,,,
256,256,87.07240230574708,10.1016s1004954107600950.Isotherm76,,,,,
1558,1558,87.01545575028267,10.1021Es9032309.Isotherm5,,,,,
844,844,86.77465759200413,10.1021Ja904782h.Isotherm1,,,,,
378,378,86.67346127859085,10.1016j.jpowsour.2009.02.019.Isotherm6,,,,,
1977,1977,86.20321752185279,10.1016j.ces.2014.07.008.Isotherm10,,,,,
1959,1959,85.95875831313428,10.1021Jz3008485.Isotherm31,,,,,
2535,2535,84.02716439090081,10.1016j.jcis.2010.09.065.isotherm4c,,,,,
2896,2896,83.47774884012219,10.1021Ja203291n.Isotherm2,,,,,
388,388,83.2967363969904,10.1016j.jpowsour.2009.02.019.Isotherm1,,,,,
3074,3074,83.25002815357907,10.1002chem.201103687.isotherm13,,,,,
1638,1638,83.0588422907648,10.1021La102359q.Isotherm21,,,,,
257,257,81.98636454365386,10.1016s1004954107600950.Isotherm75,,,,,
1131,1131,81.58934317799759,10.1016j.ijhydene.2011.11.023.isotherm38,,,,,
384,384,81.27750751566569,10.1016j.jpowsour.2009.02.019.Isotherm13,,,,,
1073,1073,81.24749555778237,10.1021Jz3008485.Isotherm13,,,,,
223,223,80.8179347826087,10.1021acs.jced.6b00294.Isotherm28,,,,,
2744,2744,80.19799770911744,10.1021Jp911733e.Isotherm1,,,,,
836,836,80.0180814069531,10.5012bkcs.2010.31.01.220.Isotherm1,,,,,
2581,2581,79.815283537526,10.1021je000273plus.isotherm63,,,,,
1981,1981,78.9240736881647,10.1021ar5003126.Isotherm16,,,,,
927,927,78.35219837512369,10.1016j.micromeso.2012.05.021.Isotherm2,,,,,
387,387,78.21101040127927,10.1016j.jpowsour.2009.02.019.Isotherm10,,,,,
840,840,77.39058678832188,10.1021Ie500310c.Isotherm30,,,,,
2811,2811,76.64648185172094,10.1021Jp200321y.isotherm1i,,,,,
1974,1974,76.59601609263078,10.1016j.ces.2014.12.001.Isotherm10,,,,,
16,16,76.58901160789273,10.1021Jz3008485.Isotherm53,,,,,
3099,3099,76.55332302936634,10.1002anie.201506345.Isotherm15,,,,,
2534,2534,74.14356907557351,10.1016j.jcis.2010.09.065.isotherm4d,,,,,
2700,2700,74.01445970489948,10.1039B814498b.Isotherm1,,,,,
2632,2632,73.1231658897329,10.1002chem.201100958.Isotherm2,,,,,
2809,2809,73.03916238266767,10.1021Jp200321y.isotherm24,,,,,
267,267,72.49221168722146,10.1039C2ee22769j.isotherm67,,,,,
2977,2977,71.94978961463677,10.1016j.micromeso.2014.03.022.Isotherm11,,,,,
839,839,71.78283032020654,10.1021Jp401600v.isotherm2,,,,,
1047,1047,70.25896407711842,10.1021Ja904782h.Isotherm2,,,,,
862,862,69.92102771419371,10.1021Jp207411b.isotherm6,,,,,
1714,1714,69.0349146208371,10.1021Jp7097153.Isotherm1,,,,,
564,564,68.88032882400938,10.1021Jp108710h.isotherm7,,,,,
1792,1792,68.60451974498807,10.1007s10450-012-9438-7.isotherm4,,,,,
1673,1673,68.37699597084345,10.1021Jp101744k.isotherm19,,,,,
1704,1704,68.37309007983242,10.1021La034766z.Isotherm9,,,,,
3078,3078,68.20610612180877,10.1002chem.201103687.isotherm17,,,,,
194,194,68.1841231126303,10.1021Es9032309.Isotherm10,,,,,
377,377,67.8266885831993,10.1016j.jpowsour.2009.02.019.Isotherm7,,,,,
382,382,67.69109309169961,10.1016j.jpowsour.2009.02.019.Isotherm2,,,,,
1135,1135,66.78333410008571,10.1016j.cej.2009.10.067.isotherm4,,,,,
576,576,66.20441577000679,10.1002chem.201403542.Isotherm2,,,,,
1597,1597,65.30993667367059,10.1016j.egypro.2013.05.098.Isotherm4,,,,,
2201,2201,65.22066435763857,10.1039C4dt00307a.Isotherm8,,,,,
2883,2883,64.39427652883178,10.1021Ja800550a.Isotherm6,,,,,
1915,1915,64.16067018525247,10.1039C1cc11738f.Isotherm6,,,,,
2976,2976,64.15429243445023,10.1016j.micromeso.2014.03.022.Isotherm33,,,,,
2639,2639,63.998995375034504,10.1002chem.201100958.Isotherm8,,,,,
1820,1820,63.62634064210745,10.1021Jp1044139.Isotherm11,,,,,
2219,2219,63.35956575662821,10.1039C3sc51319j.isotherm12,,,,,
1846,1846,62.80786569595779,10.1021Jp1044139.Isotherm10,,,,,
2148,2148,62.71262690658226,10.1002anie.201105966.Isotherm22,,,,,
2149,2149,62.627710030188005,10.1002anie.201105966.Isotherm21,,,,,
2888,2888,62.2065218784156,10.1021Ja800550a.Isotherm4,,,,,
2960,2960,61.77874015748044,10.1021acs.jced.6b00294.Isotherm33,,,,,
3094,3094,61.63803096466866,10.1002anie.201506345.Isotherm23,,,,,
1134,1134,61.51894894530704,10.1016j.cej.2009.10.067.isotherm5,,,,,
76,76,61.499049820127276,10.1021Jp911477a.Isotherm13,,,,,
1593,1593,61.3566022663924,10.1016j.inoche.2014.06.003.Isotherm5,,,,,
1226,1226,60.40122542727865,10.1021Jp904872f.Isotherm6,,,,,
1626,1626,60.38699485193328,10.1021La102359q.Isotherm5,,,,,
2070,2070,59.995544987852476,10.1021La2030473.isotherm17,,,,,
2634,2634,59.95973448563306,10.1002chem.201100958.Isotherm21,,,,,
2686,2686,59.4029684447233,10.1039C0cc00027b.Isotherm1,,,,,
967,967,57.23852587169553,10.1016j.seppur.2012.04.032.Isotherm2,,,,,
1051,1051,57.137198376954785,10.1016j.inoche.2014.06.003.Isotherm15,,,,,
1705,1705,56.88764714563168,10.1021La034766z.Isotherm6,,,,,
2529,2529,56.48480084481682,10.1016j.micromeso.2004.07.035.isotherm12,,,,,
503,503,56.085457354077256,10.108001496395.2012.712600.isotherm11,,,,,
2341,2341,55.695787545168635,10.1039C3ee24506c.isotherm53,,,,,
2902,2902,55.06347137260392,10.1021Ja060946u.Isotherm5,,,,,
1625,1625,54.694106067951324,10.1021La102359q.Isotherm6,,,,,
2530,2530,54.40114844328161,10.1016j.micromeso.2004.07.035.isotherm11,,,,,
379,379,54.14528817125915,10.1016j.jpowsour.2009.02.019.Isotherm5,,,,,
171,171,53.85335539230303,10.1016j.ijggc.2009.04.005.Isotherm6,,,,,
1799,1799,53.757826583265704,10.1002ejic.201001156.isotherm1,,,,,
1628,1628,53.38790850577592,10.1021La102359q.Isotherm34,,,,,
1724,1724,52.928907530126374,10.1007s10450-008-9135-8.Isotherm1,,,,,
2884,2884,52.69660220412732,10.1021Ja800550a.Isotherm5,,,,,
2228,2228,52.59118932516037,10.1039C3ce41289j.isotherm4,,,,,
1708,1708,52.45954986071679,10.1021La034766z.Isotherm16,,,,,
2961,2961,52.24444444444489,10.1021acs.jced.6b00294.Isotherm40,,,,,
2213,2213,52.21771369774302,10.1039C4dt00230j.Isotherm11,,,,,
222,222,52.09526627218981,10.1021acs.jced.6b00294.Isotherm19,,,,,
2694,2694,52.07803395636057,10.1039B814498b.Isotherm33,,,,,
1438,1438,52.07315770371717,10.1021Ja057667b.Isotherm13,,,,,
3017,3017,51.84481877688021,10.1016j.micromeso.2013.06.023.Isotherm14,,,,,
2993,2993,51.77172482118672,10.1016j.micromeso.2013.06.023.Isotherm25,,,,,
1698,1698,51.72830640007345,10.1021La034766z.Isotherm1-1,,,,,
1938,1938,51.610380015868635,10.1021acs.jpcc.5b02861.Isotherm14,,,,,
1843,1843,51.07320435604528,10.1021La9020383.Isotherm9,,,,,
1133,1133,50.74881005466297,10.1016j.cej.2009.10.067.isotherm6,,,,,
1001,1001,50.43723472294957,10.1016j.seppur.2007.07.050.Isotherm1-1,,,,,
2043,2043,50.42921153997385,10.1021Jp3046356.Isotherm24,,,,,
2437,2437,50.1718409893882,10.1039C2cc31792c.Isotherm26,,,,,
2034,2034,50.01911171202372,10.1021Jp401923v.isotherm7,,,,,
2435,2435,49.54626079157463,10.1039C2cc31792c.Isotherm22,,,,,
1819,1819,49.02655290443837,10.1021Jp1044139.Isotherm18,,,,,
2436,2436,48.929432653471224,10.1039C2cc31792c.Isotherm27,,,,,
1818,1818,48.923981591833105,10.1021La9020383.Isotherm10,,,,,
2434,2434,48.62163139352774,10.1039C2cc31792c.Isotherm23,,,,,
1639,1639,48.37647823937726,10.1021La102359q.Isotherm20,,,,,
1937,1937,47.70754630691635,10.1021acs.jpcc.5b02861.Isotherm32,,,,,
966,966,47.50650267818649,10.1021Jp506335x.Isotherm14,,,,,
1845,1845,46.821853406699105,10.1021Jp1044139.Isotherm20,,,,,
2612,2612,46.802328952305544,10.1039C1cc10897b.isotherm4,,,,,
1624,1624,46.34914567387367,10.108015422119.2014.884507.Isotherm5,,,,,
2743,2743,46.26872825988069,10.1038Nchem.1982.Isotherm4,,,,,
